"rt","stimulus","response","trial_type","trial_index","time_elapsed","internal_node_id","run_id","condition","recorded_at","source_code_version","ip","user_agent","device","browser","browser_version","platform","platform_version","success","timeout","failed_images","failed_audio","failed_video","jspsych_start_time","load_time","response_type","key_press","avg_frame_time","center_x","center_y","rastoc-type","stimulus-coordinate","calibration-id","calibration-point-id","inner-width","inner-height","webgazer_data","webgazer_targets","validation-id","validation-point-id","last-estimations","validation-results","isSaccadeExperiment","typeOfSaccade","isTutorial","cueShownAtLeft","itiEnd","fixEnd","intraEnd","visualEnd","responseEnd","viewportWidth","viewportHeight","systemIsStillCalibrated","events"
"2926","
      <div style=""left: calc(50% - 400px); width:800px;"">
        <h2>Tutorial</h2>
        <h3>Calibración y validación</h3>
        <p>
          El sistema en cuestión requiere ser inicialmente calibrado para
          poder estimar la mirada. Además, cada vez que detectemos demasiado
          movimiento procederemos a recalibrar. Tené en cuenta que <b>rotar
          la cabeza también cuenta como movimiento</b>. Idealmente durante
          los experimentos tendrías que estar <b>moviendo únicamente tus
          ojos</b>.
        </p>
      </div>","0","html-button-response","10","304996","0.0-7.0-3.0","44","1","2022-05-18 01:55:19","320e9a8f987a70eda8571679d8bb018a","","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.54 Safari/537.36","WebKit","Chrome","101.0.4951.54","Windows","10.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6809","
      <div style=""left: calc(50% - 400px); width:800px;"">
        <h2>Tutorial</h2>
        <h3>Calibración y validación</h3>
        <p>
          La calibración consiste en fijar la mirada en <b>círculos</b> que van
          a aparecer en la pantalla.
          <br>
          Cada vez que aparezca uno tenés que
        </p>
        <ol>
          <li>fijar la mirada en él</li>
          <li>esperar que cambie de color mientras seguís mirándolo</li>
          <li>apenas cambie de color el estímulo, presionar la <b>barra de
          espacio</b></li>
        </ol>
        <p>
          Luego de cada calibración va a haber otra ronda de estímulos de
          validación. Con estos vamos a estar verificando los resultados de tu
          calibración anterior. Tenés que hacer lo mismo: fijar la mirada,
          esperar que cambie de color y presionar la barra de espacio.
        </p>
      </div>","0","html-button-response","11","311805","0.0-7.0-4.0","44","1","2022-05-18 01:55:19","320e9a8f987a70eda8571679d8bb018a","","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.54 Safari/537.36","WebKit","Chrome","101.0.4951.54","Windows","10.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5645","
      <div style=""left: calc(50% - 400px); width:800px;"">
        <p>
          Así que acordate
          <ul>
            <li>prosacada = <span style=""font-size:28px;""><b>&#9711;</b></span> = mirar en la MISMA dirección</li>
            <li>antisacada = <span style=""font-size:48px;""><b>&#10799;</b></span> = mirar en la dirección OPUESTA</li>
            <li>para calibrar y validar, fijá la mirada en el círculo y
            presioná la barra de espacio</li>
          </ul>
          <p>
            A continuación toca calibrar el sistema y realizar una serie de
            repeticiones de prueba de ambas tareas.
          </p>
        </p>
      </div>","0","html-button-response","12","317452","0.0-7.0-5.0","44","1","2022-05-18 01:55:19","320e9a8f987a70eda8571679d8bb018a","","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.54 Safari/537.36","WebKit","Chrome","101.0.4951.54","Windows","10.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","Calibrando","null","html-keyboard-response","13","319460","0.0-7.0-6.0-0.0-0.0","44","1","2022-05-18 01:55:19","320e9a8f987a70eda8571679d8bb018a","","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.54 Safari/537.36","WebKit","Chrome","101.0.4951.54","Windows","10.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6205","
        <h3>Calibración</h3>
        <p>
          Para cada punto que aparezca
        </p>
        <ol>
          <li>fijá la mirada en él</li>
          <li>esperá a que cambie de color, manteniendo fija la mirada</li>
          <li>presioná la barra de espacio</li>
        </ol>
      ","0","html-button-response","14","325666","0.0-7.0-6.0-0.0-1.0-1.0-0.0","44","1","2022-05-18 01:55:19","320e9a8f987a70eda8571679d8bb018a","","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.54 Safari/537.36","WebKit","Chrome","101.0.4951.54","Windows","10.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"629",""," ","psychophysics","15","326875","0.0-7.0-6.0-0.0-1.0-1.0-1.0-0.0","44","1","2022-05-18 01:55:19","320e9a8f987a70eda8571679d8bb018a","","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.54 Safari/537.36","WebKit","Chrome","101.0.4951.54","Windows","10.0","","","","","","","","key"," ","16.66654929577481","960","536","calibration-stimulus","{""x"":0,""y"":-270}","0","0","1920","1080","","","","","","","","","","","","","","","","","","",""
"366",""," ","psychophysics","16","327809","0.0-7.0-6.0-0.0-1.0-1.0-1.1-0.1","44","1","2022-05-18 01:55:19","320e9a8f987a70eda8571679d8bb018a","","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.54 Safari/537.36","WebKit","Chrome","101.0.4951.54","Windows","10.0","","","","","","","","key"," ","16.666218181819104","960","536","calibration-stimulus","{""x"":0,""y"":270}","0","1","1920","1080","","","","","","","","","","","","","","","","","","",""
"331",""," ","psychophysics","17","328709","0.0-7.0-6.0-0.0-1.0-1.0-1.2-0.2","44","1","2022-05-18 01:55:19","320e9a8f987a70eda8571679d8bb018a","","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.54 Safari/537.36","WebKit","Chrome","101.0.4951.54","Windows","10.0","","","","","","","","key"," ","16.665660377359018","960","536","calibration-stimulus","{""x"":0,""y"":0}","0","2","1920","1080","","","","","","","","","","","","","","","","","","",""
"367",""," ","psychophysics","18","329642","0.0-7.0-6.0-0.0-1.0-1.0-1.3-0.3","44","1","2022-05-18 01:55:19","320e9a8f987a70eda8571679d8bb018a","","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.54 Safari/537.36","WebKit","Chrome","101.0.4951.54","Windows","10.0","","","","","","","","key"," ","16.66569090909113","960","536","calibration-stimulus","{""x"":-640,""y"":0}","0","3","1920","1080","","","","","","","","","","","","","","","","","","",""
"366",""," ","psychophysics","19","330576","0.0-7.0-6.0-0.0-1.0-1.0-1.4-0.4","44","1","2022-05-18 01:55:19","320e9a8f987a70eda8571679d8bb018a","","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.54 Safari/537.36","WebKit","Chrome","101.0.4951.54","Windows","10.0","","","","","","","","key"," ","16.66507272727216","960","536","calibration-stimulus","{""x"":640,""y"":0}","0","4","1920","1080","","","","","","","","","","","","","","","","","","",""
"300",""," ","psychophysics","20","331442","0.0-7.0-6.0-0.0-1.0-1.0-1.5-0.5","44","1","2022-05-18 01:55:19","320e9a8f987a70eda8571679d8bb018a","","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.54 Safari/537.36","WebKit","Chrome","101.0.4951.54","Windows","10.0","","","","","","","","key"," ","16.666039215686148","960","536","calibration-stimulus","{""x"":120,""y"":0}","0","5","1920","1080","","","","","","","","","","","","","","","","","","",""
"432",""," ","psychophysics","21","332442","0.0-7.0-6.0-0.0-1.0-1.0-1.6-0.6","44","1","2022-05-18 01:55:19","320e9a8f987a70eda8571679d8bb018a","","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.54 Safari/537.36","WebKit","Chrome","101.0.4951.54","Windows","10.0","","","","","","","","key"," ","16.666016949153253","960","536","calibration-stimulus","{""x"":-520,""y"":0}","0","6","1920","1080","","","","","","","","","","","","","","","","","","",""
"432",""," ","psychophysics","22","333442","0.0-7.0-6.0-0.0-1.0-1.0-1.7-0.7","44","1","2022-05-18 01:55:19","320e9a8f987a70eda8571679d8bb018a","","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.54 Safari/537.36","WebKit","Chrome","101.0.4951.54","Windows","10.0","","","","","","","","key"," ","16.665915254237113","960","536","calibration-stimulus","{""x"":760,""y"":0}","0","7","1920","1080","","","","","","","","","","","","","","","","","","",""
"533",""," ","psychophysics","23","334542","0.0-7.0-6.0-0.0-1.0-1.0-1.8-0.8","44","1","2022-05-18 01:55:19","320e9a8f987a70eda8571679d8bb018a","","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.54 Safari/537.36","WebKit","Chrome","101.0.4951.54","Windows","10.0","","","","","","","","key"," ","16.665923076922684","960","536","calibration-stimulus","{""x"":-120,""y"":0}","0","8","1920","1080","","","","","","","","","","","","","","","","","","",""
"434",""," ","psychophysics","24","335544","0.0-7.0-6.0-0.0-1.0-1.0-1.9-0.9","44","1","2022-05-18 01:55:19","320e9a8f987a70eda8571679d8bb018a","","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.54 Safari/537.36","WebKit","Chrome","101.0.4951.54","Windows","10.0","","","","","","","","key"," ","16.665966666666403","960","536","calibration-stimulus","{""x"":-760,""y"":0}","0","9","1920","1080","","","","","","","","","","","","","","","","","","",""
"432",""," ","psychophysics","25","336527","0.0-7.0-6.0-0.0-1.0-1.0-1.10-0.10","44","1","2022-05-18 01:55:19","320e9a8f987a70eda8571679d8bb018a","","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.54 Safari/537.36","WebKit","Chrome","101.0.4951.54","Windows","10.0","","","","","","","","key"," ","16.958228070175544","960","536","calibration-stimulus","{""x"":520,""y"":0}","0","10","1920","1080","","","","","","","","","","","","","","","","","","",""
"5843","
        <h3>Validación</h3>
        <p>
          Para cada punto que aparezca
        </p>
        <ol>
          <li>fijá la mirada en él</li>
          <li>esperá a que cambie de color, manteniendo fija la mirada</li>
          <li>presioná la barra de espacio</li>
        </ol>
      ","0","html-button-response","26","342408","0.0-7.0-6.0-0.0-1.0-2.0-0.0","44","1","2022-05-18 01:55:19","320e9a8f987a70eda8571679d8bb018a","","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.54 Safari/537.36","WebKit","Chrome","101.0.4951.54","Windows","10.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"391",""," ","psychophysics","27","343570","0.0-7.0-6.0-0.0-1.0-2.0-1.0-0.0","44","1","2022-05-18 01:55:19","320e9a8f987a70eda8571679d8bb018a","","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.54 Safari/537.36","WebKit","Chrome","101.0.4951.54","Windows","10.0","","","","","","","","key"," ","16.665250000000334","960","536","validation-stimulus","{""x"":0,""y"":180}","","","1920","1080","[{""x"":925,""y"":581,""t"":24},{""x"":933,""y"":593,""t"":49},{""x"":903,""y"":599,""t"":73},{""x"":876,""y"":611,""t"":105},{""x"":903,""y"":627,""t"":138},{""x"":920,""y"":638,""t"":172},{""x"":923,""y"":642,""t"":205},{""x"":926,""y"":606,""t"":239},{""x"":933,""y"":612,""t"":273},{""x"":931,""y"":639,""t"":307},{""x"":926,""y"":640,""t"":340},{""x"":951,""y"":589,""t"":390},{""x"":954,""y"":588,""t"":422},{""x"":954,""y"":586,""t"":455},{""x"":993,""y"":593,""t"":488},{""x"":1050,""y"":606,""t"":522},{""x"":1090,""y"":611,""t"":555},{""x"":1079,""y"":607,""t"":590},{""x"":1055,""y"":603,""t"":623},{""x"":1029,""y"":621,""t"":670},{""x"":994,""y"":607,""t"":703},{""x"":972,""y"":598,""t"":730},{""x"":978,""y"":615,""t"":764},{""x"":924,""y"":634,""t"":790},{""x"":914,""y"":645,""t"":821},{""x"":938,""y"":639,""t"":853},{""x"":1002,""y"":629,""t"":885},{""x"":1022,""y"":612,""t"":920},{""x"":1052,""y"":622,""t"":957},{""x"":1074,""y"":614,""t"":986},{""x"":1017,""y"":617,""t"":1023},{""x"":948,""y"":606,""t"":1054},{""x"":954,""y"":568,""t"":1093},{""x"":968,""y"":578,""t"":1123},{""x"":996,""y"":603,""t"":1157}]","{}","0","0","[{""x"":1022,""y"":612,""t"":920},{""x"":1052,""y"":622,""t"":957},{""x"":1074,""y"":614,""t"":986},{""x"":1017,""y"":617,""t"":1023},{""x"":948,""y"":606,""t"":1054},{""x"":954,""y"":568,""t"":1093},{""x"":968,""y"":578,""t"":1123}]","","","","","","","","","","","","","",""
"415",""," ","psychophysics","28","344744","0.0-7.0-6.0-0.0-1.0-2.0-1.1-0.1","44","1","2022-05-18 01:55:19","320e9a8f987a70eda8571679d8bb018a","","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.54 Safari/537.36","WebKit","Chrome","101.0.4951.54","Windows","10.0","","","","","","","","key"," ","16.666757142857282","960","536","validation-stimulus","{""x"":-640,""y"":180}","","","1920","1080","[{""x"":1015,""y"":593,""t"":0},{""x"":1056,""y"":576,""t"":42},{""x"":1031,""y"":596,""t"":73},{""x"":1021,""y"":639,""t"":107},{""x"":949,""y"":671,""t"":140},{""x"":938,""y"":646,""t"":174},{""x"":974,""y"":606,""t"":208},{""x"":1055,""y"":613,""t"":240},{""x"":969,""y"":603,""t"":273},{""x"":725,""y"":624,""t"":306},{""x"":519,""y"":646,""t"":341},{""x"":454,""y"":654,""t"":375},{""x"":447,""y"":658,""t"":409},{""x"":495,""y"":670,""t"":443},{""x"":487,""y"":635,""t"":477},{""x"":479,""y"":629,""t"":511},{""x"":473,""y"":609,""t"":545},{""x"":452,""y"":610,""t"":579},{""x"":485,""y"":624,""t"":613},{""x"":469,""y"":616,""t"":646},{""x"":451,""y"":629,""t"":690},{""x"":488,""y"":631,""t"":723},{""x"":449,""y"":620,""t"":756},{""x"":417,""y"":615,""t"":790},{""x"":381,""y"":597,""t"":823},{""x"":448,""y"":640,""t"":856},{""x"":504,""y"":652,""t"":890},{""x"":436,""y"":617,""t"":923},{""x"":414,""y"":603,""t"":956},{""x"":458,""y"":625,""t"":993},{""x"":440,""y"":614,""t"":1023},{""x"":472,""y"":643,""t"":1057},{""x"":469,""y"":623,""t"":1090},{""x"":413,""y"":609,""t"":1124},{""x"":386,""y"":613,""t"":1156}]","{}","0","1","[{""x"":436,""y"":617,""t"":923},{""x"":414,""y"":603,""t"":956},{""x"":458,""y"":625,""t"":993},{""x"":440,""y"":614,""t"":1023},{""x"":472,""y"":643,""t"":1057},{""x"":469,""y"":623,""t"":1090},{""x"":413,""y"":609,""t"":1124},{""x"":386,""y"":613,""t"":1156}]","","","","","","","","","","","","","",""
"415",""," ","psychophysics","29","345913","0.0-7.0-6.0-0.0-1.0-2.0-1.2-0.2","44","1","2022-05-18 01:55:19","320e9a8f987a70eda8571679d8bb018a","","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.54 Safari/537.36","WebKit","Chrome","101.0.4951.54","Windows","10.0","","","","","","","","key"," ","16.66631884058006","960","536","validation-stimulus","{""x"":640,""y"":180}","","","1920","1080","[{""x"":450,""y"":635,""t"":0},{""x"":476,""y"":638,""t"":39},{""x"":492,""y"":640,""t"":69},{""x"":497,""y"":641,""t"":105},{""x"":479,""y"":634,""t"":137},{""x"":482,""y"":638,""t"":172},{""x"":489,""y"":663,""t"":204},{""x"":460,""y"":669,""t"":239},{""x"":458,""y"":674,""t"":272},{""x"":996,""y"":639,""t"":315},{""x"":1403,""y"":571,""t"":348},{""x"":1540,""y"":524,""t"":382},{""x"":1558,""y"":523,""t"":416},{""x"":1618,""y"":554,""t"":449},{""x"":1648,""y"":564,""t"":482},{""x"":1672,""y"":564,""t"":518},{""x"":1658,""y"":543,""t"":552},{""x"":1639,""y"":559,""t"":579},{""x"":1575,""y"":538,""t"":622},{""x"":1555,""y"":505,""t"":647},{""x"":1496,""y"":483,""t"":686},{""x"":1537,""y"":518,""t"":718},{""x"":1559,""y"":516,""t"":752},{""x"":1596,""y"":537,""t"":785},{""x"":1578,""y"":524,""t"":818},{""x"":1557,""y"":508,""t"":852},{""x"":1533,""y"":539,""t"":889},{""x"":1562,""y"":572,""t"":918},{""x"":1620,""y"":604,""t"":955},{""x"":1634,""y"":581,""t"":986},{""x"":1591,""y"":557,""t"":1021},{""x"":1599,""y"":553,""t"":1055},{""x"":1585,""y"":536,""t"":1089},{""x"":1574,""y"":506,""t"":1134}]","{}","0","2","[{""x"":1562,""y"":572,""t"":918},{""x"":1620,""y"":604,""t"":955},{""x"":1634,""y"":581,""t"":986},{""x"":1591,""y"":557,""t"":1021},{""x"":1599,""y"":553,""t"":1055},{""x"":1585,""y"":536,""t"":1089},{""x"":1574,""y"":506,""t"":1134}]","","","","","","","","","","","","","",""
"410",""," ","psychophysics","30","347080","0.0-7.0-6.0-0.0-1.0-2.0-1.3-0.3","44","1","2022-05-18 01:55:19","320e9a8f987a70eda8571679d8bb018a","","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.54 Safari/537.36","WebKit","Chrome","101.0.4951.54","Windows","10.0","","","","","","","","key"," ","16.66598550724608","960","536","validation-stimulus","{""x"":0,""y"":-180}","","","1920","1080","[{""x"":1591,""y"":530,""t"":0},{""x"":1634,""y"":560,""t"":34},{""x"":1689,""y"":598,""t"":69},{""x"":1684,""y"":613,""t"":103},{""x"":1618,""y"":554,""t"":149},{""x"":1561,""y"":534,""t"":182},{""x"":1544,""y"":535,""t"":216},{""x"":1522,""y"":541,""t"":243},{""x"":1554,""y"":550,""t"":282},{""x"":1203,""y"":490,""t"":315},{""x"":978,""y"":477,""t"":349},{""x"":938,""y"":466,""t"":382},{""x"":927,""y"":470,""t"":415},{""x"":889,""y"":477,""t"":449},{""x"":797,""y"":463,""t"":482},{""x"":742,""y"":429,""t"":511},{""x"":790,""y"":422,""t"":550},{""x"":795,""y"":435,""t"":582},{""x"":813,""y"":458,""t"":616},{""x"":829,""y"":440,""t"":649},{""x"":923,""y"":461,""t"":682},{""x"":964,""y"":461,""t"":715},{""x"":911,""y"":432,""t"":753},{""x"":879,""y"":414,""t"":783},{""x"":862,""y"":434,""t"":817},{""x"":888,""y"":440,""t"":851},{""x"":848,""y"":510,""t"":885},{""x"":839,""y"":512,""t"":918},{""x"":843,""y"":472,""t"":952},{""x"":880,""y"":449,""t"":999},{""x"":834,""y"":453,""t"":1032},{""x"":809,""y"":488,""t"":1065},{""x"":776,""y"":476,""t"":1100},{""x"":773,""y"":469,""t"":1133}]","{}","0","3","[{""x"":839,""y"":512,""t"":918},{""x"":843,""y"":472,""t"":952},{""x"":880,""y"":449,""t"":999},{""x"":834,""y"":453,""t"":1032},{""x"":809,""y"":488,""t"":1065},{""x"":776,""y"":476,""t"":1100},{""x"":773,""y"":469,""t"":1133}]","","","","","","","","","","","","","",""
